source_pdf,query,answer
Organic framing guide.pdf,How to harvesting for Sunflower?,"Second fortnight of October Variety Saket-4 Important features of suitable variety Variety Saket-4 Duration (days) 110-120 Average yield under organic condition (kg/ha) 3926 Suitable regions/districts/state Ut tar Pradesh, Bihar and Jammu & Kashmir Specific resistance / tolerance to pest Moderately resistant to green leaf hopper and stem borer Specific resistance / tolerance to disease Moderately resistant to bacterial leaf blight Specific tolerance to drought/waterlogging Resistant to lodging Nursery raising practices Area of nursery required for 1 ha 100 m2 Nursery raising method Wet nursery..."
Organic framing guide.pdf,How to seed treatment for Sunflower?,fluorescence Trichoderma- 4 g/kg seed
Organic framing guide.pdf,How to seed treatment for Sunflower?,"harzianum Source and optimum quantity Materials Quantity/ m2area Method of of organic manures/other application nutrient source/m2 of nursery FYM 2 kg Soil incorporation 490 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Vermicompost 1 kg Top dressing at 15 DAS"
Organic framing guide.pdf,How to irrigation for Sunflower?,practices Keep saturated the soil for initial 5 days and gradually increase water up to 5 cm
Organic framing guide.pdf,How to weed management for Sunflower?,One hand weeding at 15 DAS Organic plant protection Name of pest/ Recommended Quantity practices disease organic material used for control Seed borne Solar seed For 2 hrs. during mid- diseases treatment day after pre-soakingin water for 2 hrs. Soil borne
Organic framing guide.pdf,How to seed treatment for Sunflower?,"Pseudomonas diseases with Pseudomonas @ 10 g/kg seed fluorescence & &Trichoderma Trichoderma @ 4 g/kg seed harzianum Optimum age of nursery 25 days Field preparation: Before preparation field should be irrigated thoroughly. When it comes in condition, the FYM should be applied and the field should be ploughed 2-3 times with disc or mouldboard plough followed by two cross tilling with tines and planking. Around 4-5 daysbefore transplanting, sufficient water should be applied in the field for puddling by makingabout 30 cm high earthen bunds around the field..."
Organic framing guide.pdf,How to irrigation for Sunflower?,"(cm) 10 Panicle initiation, 5 (intermittent flowering submergence) Major weeds Local name English name Scientific name Grasses Makra ghas Crow foot grass Dactyloctenium aegyptium Takri Crabgrass Digitaria ciliaris Sewai/Sawa Barnyardgrass Echinochloa colona Samak/Sawa Common barnyard Echinochloa grass crusgalli Chinese sprangletop Leptochloa chinensis Jharnpriya kodu Indian Goose grass Eleusine indica Kangni Yellow foxtail Setaria glauca Broad leaf weeds Kalmua/Kalmi Morningglories Ipomoea aquatica saag/KaremuAgni Booti Blistering ammania Ammannia bassifera Kankaua Dayflower Commelina benghale..."
Organic framing guide.pdf,How to weed management for Sunflower?,Critical stage Recommended practice for organic of weeding condition 20 days after transplanting Hand weeding 60 days after transplanting Hand weeding Continuous water stagnation till jointing stage Organic plant protection Name of pest/ Recommended Quantity practices disease organic material/practices used for control Diseases Seed borne
Organic framing guide.pdf,How to seed treatment for Sunflower?,"At 520C for 15-20 diseases with hot water minutes (Bacterial leaf blight, brown spot, blast, sheath blight)"
Organic framing guide.pdf,How to seed treatment for Sunflower?,Pseudomonas with Pseudomonas fluorescence fluorescence and @ 10 g/kg seed and Trichoderma spp. Trichoderma spp. before sowing (after 10 g/kg seed hot water treatment) Seedling dip for 10g/L water 2 hrs with Pseudomonas fluorescence and/ or Trichoderma spp...
Organic framing guide.pdf,How to harvesting for Sunflower?,"time Second fortnight of March Varieties Barley (Azad, DWRB-91), Mustard (Pusa Bold) Important features of suitable varieties Varieties               Barley Mustard Azad DWRB-91 Pusa Bold Duration (days) 115-120 115 140 Average yield under organic 4000 3800 1000 condition (kg/ha) Source (s) of availability CSA, University of DWR Karnal IARI, New Delhi Agriculture & Technology, Kanpur (UP) Suitable regions/districts/ saline-alkaline All India state soils of Uttar Pradesh, Bihar and West Bengal Field preparation: Due to short turn around period after rice, the field should be immediately irrigat..."
Organic framing guide.pdf,How to seed treatment for Sunflower?,harzianum Spacing (row x plant) in cm 20 x 5 Basal application of organic Source Quantity/ha manures FYM 8 tonnes Azotobactor 10 kg PSB 10 kg Trichoderma 5 kg Neem cake 200 kg Top dressing of organic Source Quantity/ha Stage of crop manures Vermicompost 3.22 tonnes 30 DAS Panchagavvya 15 litres S pray twice at 45 and 60 DAS
Organic framing guide.pdf,How to irrigation for Sunflower?,"(cm) 4 Active tillering, 5 flowering Major weeds Local name English name Scientific name Grasses Jangali Jai Wild oat Avena fatua Gullidanda/ Littleseed canary Phalaris minor Baluri grass Daub ghas Bermudagrass Cynodon dactylon Bluegrass Poa annua Broad leaf weedsJangli Berseem Wild colver Trifolium spp..."
Organic framing guide.pdf,How to weed management for Sunflower?,Critical stage Recommended practice for organic condition of weeding Hand weedingHand weeding Organic plant protection Name of pest/ Organic material Quantity practices disease recommended for control Diseases Covered smut Us e of certified of barley seeds and re sistant variety Crop rotation Hot water treatment At 520C for 11 Min. of seeds before sowing Rusts Grow resistantvarieties only Foliar spraying of 5 L diluted in 200L sour butter milk water (1000 L solution for 1ha) Stripe disease Use of ce rtified seeds and resistantvariety Crop rotation Hot water treatment At 52 0C for 11Min...
Organic framing guide.pdf,How to harvesting for Sunflower?,"time First fortnight of June Varieties Pusa Vishal, Pant Moong-1, Pant Moong-2 Important features of suitable varieties Varieties Pusa Vishal Pant Moong-1 Pant Moong-2 Duration (days) 65-70 65-75 days 60-65 Average yield under organic 735 condition (kg/ha) Source (s) of availability IARI, New Delhi Suitable regions/districts/ Pu njab, Haryana, Western state Uttar Pradesh, Rajasthan, J&K and Plains of Himanchal Pradesh Specific resistance / T olerant to jassids tolerance to pest and white fly Specific resistance / Resistant to yellow Resistant to yellow Resistant to yellow tolerance to disease ..."
Organic framing guide.pdf,How to harvesting for Sunflower?,"of Rabi crop should be given. When the field comes in condition, prepare it by giving 2-3 cross harrowing followed by planking to make the field levelled. Cultural practices Seed rate (kg/ha) 15 Pre-sowing/planting treatment Material Reco mmended rate Met hod of of seed/seedlings application Rhizobium 25 g/ Kg Seed"
Organic framing guide.pdf,How to seed treatment for Sunflower?,Pseudomonas 10 g/kg seed
Organic framing guide.pdf,How to seed treatment for Sunflower?,"harzianum 500 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Spacing (row x plant) in cm 30 x 10 Basal application of organic Source Quantity/ha manures FYM 4 tonnes PSB 10 kg Trichoderma 5 kg Top dressing of organic Source Quantity/ha Stage of crop manures Vermicompost 1.61 tonnes 30 DAS"
Organic framing guide.pdf,How to irrigation for Sunflower?,(cm) 3 Flowering and 5 pod formation Major weeds Local name English name Scientific name Daubghas Bermooda grass Cynodon dactylon Motha Nut grass Cyprus rotundus Patharchatta Horse purslane Trianthema portulacastrum
Organic framing guide.pdf,How to weed management for Sunflower?,"Critical stage Recommended practice for organic condition of weeding 25 DAS Hand weeding Organic plant protection Name of pest/ Organic material Quantity practices disease recommended for control Yellow mosaic C ontrol of whitefly At 3% or 5% disease vectors by spray concentration, of neem oil or r espectively if, neem-seed- whitefly population kernel-extract observed Leaf eating Spray of neem oil At 3% or 5% insects or neem-seed- concentration, kernel-extract respectively, if, leaf damage observed Yield Year 1st2nd3rd4thMean Economic yield (kg/ha) 976 208 871 886 735 501 Organic Farming : Cro..."
Organic framing guide.pdf,How to harvesting for Sunflower?,"First fortnight of October Varieties Star-56, PMH-3, PMH-4 Important features of suitable varieties Varieties Star-56 PMH-3 PMH-4 Duration (days) 90-95 95 -100 Average yield under organic 7380 6200 6000 condition (kg/ha) Source (s) of availability Private sector DRMR, DRMR, variety New Delhi New Delhi Suitable regions/districts in North Western Delhi, Punjab, Delhi, Punjab, the state India Har yana and Haryana, Uttar Western Uttar Pradesh and Pradesh Uttrakhand Specific resistance / tolerance to pest Resistance to Maydis Specific resistance / tolerance to disease Resistance to leaf Resistant a..."
Organic framing guide.pdf,How to seed treatment for Sunflower?,harzianum Spacing (row x plant) in cm 60 x 20 Basal application of organic Source Quantity/ha manures FYM 10 tonnes Azotobactor 10 kg PSB 10 kg Trichoderma 5 kg Neem cake 200 kg Top dressing of organic Source Quantity/ha Stage of crop manures Vermicompost 4.0 tonnes 30 DAS Panchagavya 15 litres S pray twice at 45 and 60 DAS
Organic framing guide.pdf,How to irrigation for Sunflower?,"(cm) 3 Silking, tasseling 5 Major weeds Local name English name Scientific name Grasses Makra ghas Crow foot grass Dactyloctenium aegyptium Sewai/Sawa Barnyard grass Echinochloa colonum Samak/Sawa Common barnyard Echinochloa grass crusgali Takri Crabgrass Digitaria ciliaris Doobghas Barmuda grass Cynodon dactylon 503 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Banchari Johnson grass Sorghum helepanse Broad leaf weeds Baridhudi Hairy spurge Euphorbia hirta Chouli Pig weed Amaranthus viridis Pattharchatta H orse purslane Trianthima portulacastrum Lalmurga Cockscomb, Celos..."
Organic framing guide.pdf,How to weed management for Sunflower?,"Critical stage Recommended practice for organic condition of weeding 30 DAS Hand weeding 50 DAS Hand weeding Stale seed bed Organic plant protection Name of pest / Organic material Quantity practices disease recommended for control Diseases Soil borne Seed & seedling Pseudomonas diseases treatment with @ 10 g/kg seed & Pseudomonas Trichoderma fluorescence & @ 4 g/kg seed Trichoderma harzianum Leaf spot/blight  Crop rotation  Deep summer ploughing 504 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram  Clean cultivation Rust Foliar spraying of 5 L diluted in 200L sour butter..."
Organic framing guide.pdf,How to harvesting for Sunflower?,"time First fortnight of March Varieties Chipsona-2, Chipsona-3, Kufri Pukhraj, Kufri Ashoka, Kufri Chandramukhi Important features of suitable varieties Varieties Mid duration Early Chipsona-2 Chipsona-3 Kufri Pukhraj Kufri Ashoka Kufri Chandramukhi Duration (days) 90-110 70-90 70-80 80-90 Average yield 32400 under organic condition (kg/ha) Source (s) CPRI, CPRI, CPRI, CPRI, CPRI, of availability Shimla Shimla Shimla Shimla Shimla Suitable regions/ North North Bi har, Gujarat, Bihar, Gujarat, districts in the Indian Indian Haryana, Himachal Haryana, state plains plains Pradesh, Uttar Himachal ..."
Organic framing guide.pdf,How to seed treatment for Sunflower?,harzianum Spacing (row x plant) in cm 60 x 20 Basal application of organic Source Quantity/ha manures FYM 15 tonnes Azotobactor 10 kg PSB 10 kg Trichoderma 5 kg Neem cake 200 kg Top dressing of organic Source Quantity/ha Stage of crop manures Vermicompost 6.0 tonnes 30 DAS Panchagavya 15 litres S pray twice at 45 and 60 DAS
Organic framing guide.pdf,How to irrigation for Sunflower?,"8 Tuber initiation to 5 tuber maturity Major weeds Local name English name Scientific name Grasses Jangali Jai Wild oat Avena fatua Gullidanda/ Littleseed canary Phalaris minor Baluri grass Daub ghas Bermudagrass Cynodon dactylon Poa ghas Bluegrass Poa annua 507 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Broad leaf weeds Jangli Berseem Wild colver Trifolium spp..."
